Analysis,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,ARCH.LM,entropy,flat_spots,arch_acf,garch_acf,arch_r2,garch_r2,alpha,beta,lumpiness,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,nonlinearity,x_pacf5,diff2x_pacf5,stability,trend,spike,linearity,curvature,e_acf1,unitroot_kpss,firstzero_ac,fluctanal_prop_r1,histogram_mode,localsimple_taures,motiftwo_entro3,outlierinclude_mdrmd,sampenc,std1st_der,trev_num,spreadrandomlocal_meantaul,walker_propcross,avg_rR45CO244CO2,avg_rR46CO244CO2,avg_d13C12C,sd_d13C12C,avg_d18O16O,avg_pkArea,sd_pkArea,avg_d18O13C,sd_d18O13C,avg_calib_d18O16O,sd_calib_d18O16O,biotic,pred
2979,0.940442891439352,2.3307694001485,0.733570854746336,0.763975116905671,0.999562043365656,0.662003359550239,260,0.452495374725259,0.0172633605380076,0.311232792725744,0.0264687541328991,0.999899999062601,0.99989998312279,0.085905007384463,4080.59154972211,133,4.0122675531133,1296,3.011165962071,0.0428601181241506,2.25753501462245,1.69252161724085,0.935494491094524,0.176495152049088,2.94507585034825e-07,-8.78498563397874,5.75754550072747,0.993839083341069,1.11798302214354,64,0.408163265306122,-0.25,10,0.553259672181557,-0.0325732899022801,0.0114920093578596,0.100636363778728,0.00103292247523983,15.04,0.0200139632301606,1.179674327,1.41470839255556,-11.2055678511111,0.0185937614462508,-4.36074703544444,20.78152354,3.16936314897806,0.389157336444444,0.00294433669607126,-3.77877513027249,0.0372099655815722,biotic,biotic
2981,0.940049405713347,2.32133114122495,0.732361115010614,0.76182894754056,0.999549037322434,0.661518130000479,260,0.457046415733775,0.0125933254468133,0.311790765060077,0.0203607316472091,0.999898995489366,0.999898988296234,0.0852430856385937,3819.19255476536,4038,3.9964135229785,1296,2.98248062673677,0.0429575585695188,2.2566492253778,1.68833315534486,0.935715649573591,0.178148286054066,2.90309042977456e-07,-8.87301067109723,5.83679013677085,0.993847379800514,1.13949697892293,64,0.408163265306122,-0.25,10,0.552896784080831,-0.120404839460214,0.0114818007244947,0.100463264977947,0.00101673703069223,15.62,0.0204794042355132,1.17948387522222,1.41459669966667,-11.3241921444444,0.034205544771934,-4.33067102655556,20.5981146066667,3.17256172315253,0.382430865444444,0.00279170049583749,-3.74795652367093,0.0268455667110955,biotic,biotic
2983,0.940070992275205,2.32539521436693,0.73184570009205,0.759524884473283,0.999553182873127,0.661405760367866,260,0.453974498444659,0.011177177916701,0.3104677693413,0.0187834636140821,0.999899710250859,0.999899697946254,0.0854682759740733,4026.26176836039,4038,4.00780953693303,1296,3.0047999749892,0.0422944101771776,2.25586060495383,1.68806164745278,0.935778757451182,0.178259897976919,2.9077189098687e-07,-8.87271988845232,5.82465233523983,0.993861094535684,1.13849317476289,64,0.408163265306122,-0.25,10,0.553259672181557,-0.0564215914378781,0.0114852804022636,0.100345036002525,0.0010151114179924,16.06,0.0209448452408657,1.17860544077778,1.41125876011111,-11.9094940433333,0.0177828666015397,-6.59499016111111,20.5823616677778,3.19773383694371,0.553760763444444,0.00320350516018407,-6.06818328268206,0.0362573858366357,biotic,biotic
2985,0.939924820694707,2.31845265137308,0.731773388935371,0.760364477919707,0.999545718809911,0.661501244650982,261,0.456320972406475,0.0158313413499035,0.311674064267888,0.0245827861991603,0.999899998908018,0.999899998618912,0.0858106906801171,4101.26949926426,133,3.99870657484949,1296,2.99794309356913,0.0431291257139734,2.25628075559657,1.68593824963706,0.93565579365611,0.178238850367031,2.8945277609502e-07,-8.87905301699957,5.83868134744615,0.993844979799803,1.14077983600514,64,0.408163265306122,-0.25,10,0.552896784080831,-0.119706840390879,0.0114923902324468,0.100476273775777,0.0010149276850284,14.92,0.0190830812194554,1.17935007566667,1.41439782588889,-11.3102270755556,0.0196381651172787,-4.37797049888889,20.6001930255556,3.17549671273271,0.387081251777778,0.00222133860272196,-3.7964238530858,0.0256152633891043,biotic,biotic
2987,0.938150662753728,2.28111056988056,0.726269254717448,0.749193444312642,0.999494846863629,0.658290345599231,260,0.441876229551572,0.0158922640743679,0.301436170885852,0.0241865226505875,0.999898705463605,0.999898687386346,0.0789410156732554,3848.7635711391,133,3.82978631199597,1296,2.74630959025447,0.043642768808888,2.2497755928315,1.6823000474621,0.937619550892356,0.18873350638526,2.5825742828104e-07,-9.12771217990774,6.39497333507522,0.993927056288135,1.2192378100236,66,0.408163265306122,-0.25,10,0.552896784080831,-0.507445323406235,0.0114260751742003,0.0991289757562942,0.000889787725700661,15.37,0.0200139632301606,1.17669532466667,1.41431463522222,-13.7032258122222,0.123659517016832,-4.44270704777778,19.5752684655556,2.75423683962897,0.324226165555556,0.00296667845579847,-3.86275879268235,0.0306778424761815,biotic,biotic
2988,0.940105209473557,2.32254430036878,0.732850522793103,0.763718508422157,0.999551090719378,0.661309463799912,260,0.465216179815036,0.0152475993881764,0.314242006645127,0.0238313110945841,0.999696038498433,0.999696018971386,0.087130699443497,4003.77620021122,133,3.99007602664033,1296,2.98711781495649,0.042878466910945,2.25635318393375,1.69443330770586,0.935304635168395,0.178574594670122,2.88550366225638e-07,-8.85826233084192,5.84256873583484,0.993861914564896,1.13682295807446,64,0.408163265306122,-0.25,10,0.552896784080831,-0.0379246161005119,0.0113619066640546,0.100316851727917,0.0010133226143459,15.14,0.0186176402141029,1.17932923933333,1.41446086677778,-11.3793742955556,0.028332530623066,-4.37935509544444,20.5444884111111,3.14294215699077,0.384850441777778,0.00251101721523627,-3.79784263629954,0.0309965506921502,biotic,biotic
2989,0.947691347322732,2.49886380347571,0.760432715423714,0.834138925162574,0.999734597569084,0.671702653175062,260,0.513097133772994,0.0156029837859764,0.346680789447285,0.0254510176820745,0.9998999847665,0.999899961952163,0.115230011196091,4110.34153982798,133,4.28954137360071,1296,3.46024215549208,0.038286030215947,2.28247287597264,1.74918296844582,0.927006393872777,0.138996464357898,4.04767065470359e-07,-7.12540670321067,3.93385880315152,0.993635417093568,0.735419298280642,58,0.408163265306122,-0.25,10,0.5543460410038,0.00814332247557004,0.0114223204192188,0.10471351531187,0.00147169445075086,15.84,0.0242029322783337,1.18037506188889,1.41185892022222,-10.3650724955556,0.229368529547246,-6.237474006,25.5742248866667,3.46136675011875,0.601985774555556,0.0113517120764453,-5.70183980343995,0.0534523149712055,biotic,biotic
2990,0.940611042024099,2.33250959365581,0.734575361336977,0.767738317887146,0.999563802361527,0.662065606218263,260,0.462346068536755,0.0166513226393918,0.314599249114888,0.0255406199260413,0.999899994023112,0.999898960573431,0.0901438860179871,3911.71042245266,133,3.99581287268156,1296,2.98744189040753,0.0431535310377832,2.25758702708841,1.69699290940192,0.934331012217824,0.175915501340892,2.94936201414681e-07,-8.77182372556273,5.73965093829162,0.993844487518029,1.11427801566346,64,0.408163265306122,-0.25,10,0.553622177429102,-0.0251279664960447,0.0114316257948266,0.100630081358393,0.00103606785800019,14.57,0.0190830812194554,1.17951117788889,1.41458476155556,-11.26257598,0.0267949586255287,-4.38030603977778,20.8404168555556,3.17338576825455,0.388930361,0.00404298223419873,-3.79881706011412,0.0418962010763965,biotic,biotic
2993,0.935916204833427,2.23564626255203,0.719217294094514,0.736262435150832,0.999440442149653,0.654943283999175,260,0.42697072475155,0.0187077366502914,0.290322748657928,0.0283858763844954,0.999899660586887,0.999899604466046,0.0757592176801011,3925.15588991981,133,3.74556277595831,1297,2.61383837413752,0.0414493561678783,2.24394284323135,1.66860280279794,0.93900131651125,0.199049513639247,2.35293279823746e-07,-9.51315018694868,6.81216944243812,0.994006680186894,1.32233640629254,67,0.408163265306122,-0.25,10,0.552896784080831,-0.509306654257794,0.0114913356917646,0.0978147334595166,0.000788302956342666,15.73,0.019548522224808,1.17682259888889,1.41454808,-13.74228158,0.0976272427653827,-4.51452943433333,18.6115854188889,2.73917012730318,0.328524642222222,0.00402060592067009,-3.93635452423763,0.0518497289114632,biotic,biotic
2995,0.941049782100324,2.34546381578494,0.735594371840811,0.769112458447625,0.999578353753374,0.662569112252489,260,0.461777693598206,0.0138120665929556,0.315275232790288,0.0223148173637526,0.99989999151885,0.99989986103831,0.0912908057890771,3948.8633735288,4038,4.02675122892956,1297,3.02273400005994,0.0425471197393811,2.25820221678418,1.69948755551959,0.934048721559664,0.173893532833863,3.01301026062207e-07,-8.69051025341938,5.61872198418958,0.993844307467694,1.09206705506967,64,0.408163265306122,-0.25,10,0.552896784080831,-0.00558399255467656,0.0114294289933865,0.10076293901251,0.0010594481080509,15.14,0.0200139632301606,1.17912426766667,1.41141257277778,-11.5465919511111,0.0237680748809034,-6.78359553677778,21.0648338833333,3.2274093148026,0.587502661444444,0.00429856397302862,-6.2614454570977,0.0430537225724907,biotic,biotic
2996,0.940472833166213,2.32933617706778,0.734123150665073,0.767230370419926,0.999564565064908,0.662180327424165,260,0.444146864870622,0.0154918560445176,0.308807019511269,0.0253695060951781,0.999899990841676,0.999899970912462,0.0946802352025637,4121.0467511911,133,4.02050992243658,1297,3.0207310059798,0.0428907423109257,2.25918771209768,1.69410378732807,0.932482581329953,0.174575627672014,2.96138431419644e-07,-8.69094343634343,5.73458218828082,0.993846235455143,1.09486888510158,64,0.408163265306122,-0.25,10,0.552533512715665,-0.044206607724523,0.0114786281370146,0.100696267002929,0.00103341471026756,15.99,0.0181521992087503,1.17885379933333,1.41183122755556,-11.8389821211111,0.0286443555247492,-6.46572107111111,20.7518562777778,3.22105669787126,0.546143617555556,0.00366895909271947,-5.9357224483616,0.0356878506958707,biotic,biotic
2998,0.946100458735088,2.46185115626739,0.753710623560141,0.814483300977284,0.999697191038434,0.669489740424045,260,0.501961201077101,0.0184461697545583,0.340531284453141,0.0292189894963641,0.998368165469687,0.998368162381909,0.109257392406025,3949.77814185227,133,4.22540182548733,1297,3.34500538950807,0.0400403471278819,2.27455921822936,1.73414941739265,0.928609801046732,0.147611656335887,3.75549757584932e-07,-7.53923788913834,4.38620087809178,0.993696781895236,0.823340272000929,60,0.346938775510204,-0.25,10,0.555428975180965,-0.000930665425779464,0.0113362079844092,0.103657935694802,0.00135360874336487,15.63,0.0204794042355132,1.18044714444444,1.41221649922222,-10.3390775655556,0.208589592639748,-6.17309023055556,24.3698603177778,3.37289104246335,0.597241066444444,0.0102724238585687,-5.63586634751113,0.0378636223131681,biotic,abiotic
3001,0.939250303055912,2.30379650124477,0.729727337990705,0.756832909528111,0.999522002158663,0.659730738909631,260,0.449452220850054,0.0180981820628703,0.307232474986421,0.0277408289789529,0.999899999745497,0.999894396736477,0.0852842534326491,3896.87622949267,4038,3.88663758071008,1297,2.82106462809529,0.0442320417440725,2.25208995497565,1.68676841829926,0.935494750989073,0.182704083040281,2.72590325903622e-07,-8.96176917442419,6.10841135983354,0.993897969070415,1.17039446489039,65,0.408163265306122,-0.25,10,0.553622177429102,-0.506747324336901,0.0114994149016675,0.0997558910185992,0.000949804739248982,14.84,0.0186176402141029,1.17686168944444,1.41469138555556,-13.6396812322222,0.114463340070984,-4.49077334744444,20.2284835544444,2.89824088809565,0.329255103222222,0.00232315873361206,-3.91201188293419,0.0287959859858736,biotic,biotic
3231,0.941656067243124,2.36816420238841,0.735480815023568,0.766791442635221,0.999588952189064,0.663011383862743,260,0.471378942024091,0.0201017856740199,0.32139522338052,0.0308548167945175,0.999899996158152,0.999899943219405,0.0902220497448888,4002.05307475616,133,4.02419343769472,1298,3.02224885134898,0.0421020398190967,2.25491207936903,1.68945063956502,0.933842233380254,0.169917371477989,3.0733004820914e-07,-8.46163513637942,5.41599205018547,0.993885302677757,1.03722899488709,63,0.346938775510204,-0.25,11,0.555068378071516,-0.00372266170311775,0.011507194197511,0.100679566043556,0.00106952309158024,14.63,0.0204794042355132,1.17996304933333,1.414867835,-10.9971480411111,0.0289294142698908,-3.94336441688889,21.6985086722222,3.22952250027232,0.358581616555556,0.0033959946026644,-3.19761621544598,0.0371921879000547,abiotic,abiotic
3232,0.937248592440525,2.27290189282676,0.720975844088103,0.736475022848474,0.999464437306651,0.656618934301516,259,0.446125202034853,0.0185502267115749,0.301472612421845,0.0276506441274911,0.999899973835051,0.999899956372364,0.075698127768604,3830.36615869044,133,3.74390911043935,1298,2.61315195580769,0.0427879920883893,2.24185836190321,1.66276480542397,0.938360842347101,0.191579634727733,2.46724711459996e-07,-9.1431625962059,6.50481994598404,0.99402199254197,1.22705366445034,66,0.346938775510204,-0.25,11,0.553984300233548,-0.506979990693346,0.0114442142365567,0.0981686807311182,0.000826134269320837,14.84,0.0186176402141029,1.17696597933333,1.414784594,-13.6706194344444,0.137975855847897,-4.03086514622222,19.5392093555556,2.66091119781551,0.294867051111111,0.00217485430465086,-3.28436408850413,0.0340818342624619,abiotic,abiotic
3233,0.941342152405276,2.36027234279685,0.734514699075209,0.764992641336,0.999585043464595,0.662751758415497,260,0.452013369138428,0.0182539530915276,0.314271123502985,0.0289127228138001,0.999899985558381,0.999899973358388,0.0888769398790808,4083.34210071219,133,4.02099693435517,1298,3.02431064045007,0.0422465401945788,2.25456294105083,1.68616934393474,0.934275649744472,0.170828291441733,3.05038373023264e-07,-8.50403196054393,5.45277997045371,0.99388733683668,1.04711759182354,63,0.346938775510204,-0.25,11,0.553984300233548,-0.00500232666356443,0.0115177935197546,0.100605050095686,0.00105992462254563,14.51,0.0209448452408657,1.17993212988889,1.41482594555556,-10.9927729166667,0.034431627992126,-3.98683862577778,21.6281593444444,3.24833930425688,0.362682759222222,0.00301212502037448,-3.24071637224159,0.0280305785704081,abiotic,abiotic
3234,0.93807531410901,2.29657008087228,0.722483651362695,0.736943909558568,0.999492475695689,0.657377526732314,260,0.438829862577941,0.0165960736373306,0.300663954114534,0.0257039249387922,0.999898249493313,0.999898133817859,0.0766173892929148,3946.71905151431,133,3.7887812468809,1298,2.67946130026085,0.0423992162056924,2.24275189707444,1.66328016387686,0.938075388387513,0.187707038821533,2.56999952287553e-07,-8.98262401659065,6.30025459314363,0.994013327258788,1.18341766582685,65,0.346938775510204,-0.25,11,0.553984300233548,-0.506747324336901,0.0114588963284329,0.0984879619507825,0.000865584154635906,14.56,0.0181521992087503,1.17671107911111,1.41479181922222,-13.8909242133333,0.16565885393825,-3.998460305,19.9578582055556,2.73129134238637,0.287856689444444,0.00228004902492512,-3.25223805853578,0.0450871044368718,abiotic,abiotic
3240,0.922775659801235,1.96724243016526,0.687891832599888,0.701855916371533,0.999129662065448,0.636259037059331,260,0.362548066015319,0.0158838715094913,0.24488046004713,0.0238674349076309,0.99979946262696,0.999799455452009,0.0532527425578117,3977.7129035959,133,3.16104353423624,1298,1.85114963035307,0.0309072944792112,2.22198998555825,1.60685171406535,0.94946308859368,0.252684250878736,1.37923295426929e-07,-11.221257401776,9.03905100225758,0.99433150966872,1.84936281787684,71,0.489795918367347,-0.25,10,0.550426497381958,-0.516639515941354,0.0111823111559665,0.0917076038620325,0.000319169742520356,15.19,0.0293296089385475,1.17846621033333,1.41147887277778,-11.9224540866667,0.0160223308560833,-6.64322977877778,14.30767699,2.16294402535253,0.557204516444444,0.00349914732681393,-5.87425193576117,0.0395133122678962,abiotic,biotic
3241,0.940739445337289,2.34689637015186,0.732502771992135,0.760968183555731,0.999568755027822,0.662064087241804,260,0.452655028638736,0.019824681220511,0.312785603694893,0.0301342038518732,0.999899999747315,0.99989999496466,0.0868112685434402,4021.0307429044,133,4.01658453379858,1298,3.01295298353101,0.0418144542342714,2.2534063159114,1.68158650924651,0.935162260222572,0.173267700648057,3.00125738523848e-07,-8.63829547238527,5.5429299672329,0.993901372475125,1.07776938577367,64,0.346938775510204,-0.25,11,0.553984300233548,-0.0183806421591438,0.0113093404088344,0.100334115172141,0.00103397177202305,15.12,0.0158249941819874,1.17883282988889,1.41134105988889,-11.6328333,0.0200922849242074,-6.70081539111111,21.2090243244444,3.28622445199452,0.576031397333333,0.00483578164373843,-5.93134208148599,0.0481537364585415,abiotic,abiotic
3242,0.939581343922994,2.31621366447641,0.729205564674951,0.755182568683417,0.999533524362624,0.660406352591656,260,0.448211955623764,0.0196272267652758,0.309245155166953,0.0307470587986677,0.999899996997752,0.999899990125936,0.0831905289629693,4041.1765142028,133,3.93551337464942,1298,2.88608561316725,0.043110842081665,2.25055402927999,1.67355908356321,0.936059247400119,0.178445496938196,2.83554126250407e-07,-8.84337921453226,5.83708161242427,0.99391562401828,1.1325800825664,64,0.346938775510204,-0.25,10,0.5543460410038,-0.118892508143323,0.0114002683292903,0.0998842319823039,0.00097626788196779,15.43,0.022806609262276,1.178482754,1.41141519644444,-11.9435554822222,0.0298345369770439,-6.59131946311111,20.6230003766667,3.1390483525969,0.551872949888889,0.00204665498627708,-5.8227882564505,0.0277643682587662,abiotic,abiotic
3250,0.939818438033663,2.32927255720564,0.7277659492201,0.749112802038365,0.999538562552923,0.661026312388208,260,0.44667161234212,0.0162312502823368,0.31148092383155,0.0255156593248692,0.999893105397,0.999893079536292,0.0785680021254169,4015.3201232451,133,3.9540891768946,1300,2.90791295317595,0.0425001099866304,2.24871704273406,1.65590996086386,0.937841019944956,0.175502036956092,2.91033157349148e-07,-8.68568045648845,5.66357910815577,0.993919355086278,1.09249028629911,64,0.346938775510204,-0.25,11,0.553984300233548,-0.0372266170311772,0.011378954007395,0.100043298076719,0.000994781086539204,14.65,0.022806609262276,1.17843632311111,1.41150900711111,-11.9772244633333,0.0198129326057364,-6.582490004,21.1402405866667,3.21041507572069,0.549585030555556,0.00315568838852839,-5.81403476600558,0.036427808214593,abiotic,abiotic
3253,0.940118327387785,2.34178619624124,0.727613553599399,0.746694795024064,0.99954753723107,0.661318225091474,260,0.448701922319815,0.0119252335006752,0.312815433490619,0.0198151670625455,0.999888274529105,0.999888268785941,0.0791979355174936,3845.2617970657,4038,3.97388457290457,1299,2.94021399298109,0.0417049764783009,2.2478313615792,1.6520849301308,0.937840721735234,0.174067096420187,2.95741011906159e-07,-8.61626379676883,5.57866165745609,0.993928921550939,1.074470046109,64,0.346938775510204,-0.25,11,0.554707400147599,-0.00558399255467656,0.0114217327543337,0.100058108066101,0.00101424430548018,14.83,0.0190830812194554,1.17978065222222,1.41538328066667,-10.99595332,0.0282700871370771,-4.060324008,21.4774031666667,3.25138957147608,0.369260924,0.00335757739611933,-3.31356948623517,0.031359238745371,abiotic,abiotic
3255,0.936517629741955,2.26660736378328,0.71568661619307,0.722132743389443,0.999439008103868,0.656197451806705,259,0.435885625106833,0.0129601453924117,0.298117551921941,0.0199107568993559,0.999899976682932,0.999899954316783,0.067989139497491,3579.26315354444,4038,3.72746026621776,1300,2.57459126197409,0.0428369060018942,2.23748275225317,1.63076498177855,0.941493101266907,0.190756509356874,2.47125632707921e-07,-9.09022334448868,6.46102385437661,0.994033476624443,1.21321693691363,66,0.346938775510204,-0.25,11,0.553984300233548,-0.506747324336901,0.0115244860198063,0.0981284523869857,0.00082264783785644,15.21,0.0200139632301606,1.177058279,1.416339101,-13.9277736444444,0.15534699279014,-4.25470889466667,19.8634469222222,2.68741413127733,0.305494047555556,0.00224541345969162,-3.50628188533695,0.0428023281622803,abiotic,abiotic
