Analysis,diff2_acf1,time_kl_shift,trend,fluctanal_prop_r1,avg_rR45CO244CO2,avg_rR46CO244CO2,avg_R45CO244CO2,avg_rd45CO244CO2,avg_d45CO244CO2,avg_R13C12C,sd_R13C12C,avg_d13C12C,sd_d13C12C,sd_d18O13C,biotic,pred
3253,0.727613553599399,4038,0.174067096420187,0.346938775510204,1.17978065222222,1.41538328066667,0.0118602278888889,26.3680629622222,-10.39849831,0.0110572631111111,3.16128314313958e-07,-10.99595332,0.0282700871370771,0.00335757739611933,abiotic,abiotic
3255,0.71568661619307,4038,0.190756509356874,0.346938775510204,1.177058279,1.416339101,0.0118273685555556,23.5244714611111,-13.1402266655556,0.0110244847777778,1.73700063167636e-06,-13.9277736444444,0.15534699279014,0.00224541345969162,abiotic,abiotic
3256,0.714445337765199,4038,0.192746751367023,0.346938775510204,1.17709573977778,1.41635570444444,0.0118273745555556,23.5249837588889,-13.1397327188889,0.0110244517777778,1.9596767448853e-06,-13.9307178944444,0.175286349313956,0.00229237904036168,abiotic,abiotic
3259,0.727037342236797,4038,0.174398355779188,0.346938775510204,1.17940076422222,1.41267137233333,0.0118516535555556,25.62605577,-11.1139253188889,0.011049768,3.1366622387488e-07,-11.6663239122222,0.0280566572943777,0.00524086552003365,abiotic,abiotic
3260,0.726425644239322,4038,0.176310566383258,0.346938775510204,1.17836578144444,1.41127155488889,0.0118485756666667,25.3597142066667,-11.3707259944444,0.0110466858888889,2.98766398899141e-07,-11.94201558,0.0267156318556669,0.00332740300262244,abiotic,abiotic
3263,0.725571054454589,133,0.176863950196603,0.346938775510204,1.17911943144444,1.41260325333333,0.0118489301111111,25.3903719711111,-11.34116645,0.0110470082222222,2.58608187118066e-07,-11.9132071366667,0.0231266813877475,0.00297186485479248,abiotic,abiotic
3265,0.730148006046672,133,0.169670981680738,0.346938775510204,1.180297011,1.41613364,0.0118606845555556,26.4075964744444,-10.3603809655556,0.0110576964444444,3.23479176729277e-07,-10.9572023466667,0.0289327392296726,0.0027591847356555,abiotic,abiotic
3269,0.713697328838022,4038,0.192688505174633,0.346938775510204,1.17690607211111,1.41588041311111,0.0118270945555556,23.5007568966667,-13.1630917255556,0.0110241517777778,1.84458618514954e-06,-13.9575394433333,0.164978515754864,0.00263202668305171,abiotic,abiotic
3272,0.708127014878273,133,0.203940716387407,0.387755102040816,1.17954077188889,1.41261494555556,0.0118538674444444,25.8176576833333,-10.9291869711111,0.011051877,1.50456455494606e-06,-11.4776983711111,0.134569180711573,0.00580843608282532,abiotic,abiotic
3274,0.724687714605082,4038,0.176861892175099,0.346938775510204,1.17901672188889,1.41231594622222,0.0118488913333333,25.3870327877778,-11.3443860177778,0.0110469815555556,3.82507225785095e-07,-11.9155694511111,0.034221782595698,0.00418005926152116,abiotic,abiotic
4922,0.798245059490677,323,0.0928244984415594,0.408163265306122,1.17963897611111,1.41574515011111,0.0118419486666667,24.7862192688889,-11.9236771911111,0.0110392035555556,6.60953688073165e-07,-12.6112682111111,0.0591272040354011,0.00250811014041982,abiotic,abiotic
4924,0.725236705713969,799,0.183400337601731,0.346938775510204,1.18031365188889,1.41276696944444,0.0118511284444444,25.5805975211111,-11.15775516,0.011049191,2.73493601387701e-07,-11.7179595922222,0.0244671205704407,0.00407273156523469,abiotic,abiotic
4925,0.799973592127928,323,0.0895348345371589,0.408163265306122,1.17931653022222,1.41541795588889,0.0118427181111111,24.8528079755556,-11.8594738255556,0.0110399594444444,5.81760498639747e-07,-12.5436626533333,0.0520283417277484,0.00233849672959244,abiotic,abiotic
4929,0.793663650563155,323,0.117592333902789,0.408163265306122,1.17936389255556,1.41545632433333,0.0118392631111111,24.5538156744444,-12.1477556244444,0.0110366181111111,4.45961726060829e-07,-12.8425105255556,0.0398871045215347,0.00625956362675919,abiotic,abiotic
4932,0.794589827562086,323,0.117258170992901,0.408163265306122,1.17966622066667,1.41567463488889,0.0118390073333333,24.5316676633333,-12.16911025,0.0110363896666667,8.76384333497427e-07,-12.8629341011111,0.0784046891305235,0.00406454482683505,abiotic,abiotic
4933,0.731087453785856,323,0.181371720496381,0.408163265306122,1.18102655433333,1.41352608544444,0.0118519475555556,25.65149083,-11.0894013933333,0.0110500006666667,6.33765926821774e-07,-11.6455319177778,0.0566837321518278,0.00302433566296319,abiotic,abiotic
4934,0.732056761860284,323,0.180728593946833,0.408163265306122,1.18121104733333,1.41366363155556,0.0118528691111111,25.7312532633333,-11.01249621,0.0110508986666667,5.99018781007838e-07,-11.5652036833333,0.0535851782229647,0.00344652528072581,abiotic,abiotic
4935,0.714103169511131,323,0.208775750308983,0.408163265306122,1.17885846977778,1.41610633088889,0.0118344165555556,24.1343957055556,-12.55215113,0.0110315665555556,1.57609415257412e-06,-13.29435136,0.140976978357749,0.00324940351607337,abiotic,abiotic
4936,0.713640316602769,799,0.210445269848972,0.408163265306122,1.17857367311111,1.41586797422222,0.0118304754444444,23.7933437966667,-12.8809858755556,0.0110277117777778,1.76118168978797e-06,-13.6391286377778,0.157537840918804,0.00372026441070696,abiotic,abiotic
4937,0.729977800954052,323,0.183709127037184,0.408163265306122,1.18100136622222,1.41294392344444,0.0118542143333333,25.8476653022222,-10.9002542833333,0.0110523355555556,5.45625812968996e-07,-11.43668076,0.0487946956300576,0.00337789301130158,abiotic,abiotic
4940,0.801223335441453,323,0.0902822775160912,0.408163265306122,1.18018598055556,1.415577537,0.0118445997777778,25.0156369211111,-11.70247774,0.0110420183333333,3.68930887836792e-07,-12.3595107522222,0.0329761353598904,0.0030793409712057,abiotic,abiotic
4942,0.731896970229732,323,0.180437040118852,0.408163265306122,1.18192361044444,1.41636637477778,0.0118616865555556,26.4943011822222,-10.2767821977778,0.0110588623333333,3.61890867527691e-07,-10.8529056511111,0.0323808540026352,0.00371446902076685,abiotic,abiotic
4946,0.712993259796573,323,0.20936832415647,0.408163265306122,1.17888156644444,1.41609034555556,0.011830233,23.7723486855556,-12.9012288977778,0.0110275352222222,1.80867180396153e-06,-13.6549201588889,0.161768799804662,0.00338810951287255,abiotic,abiotic
4947,0.797016185541713,133,0.110758147171884,0.408163265306122,1.17978800777778,1.415644888,0.0118388663333333,24.5194753144444,-12.1808658444444,0.0110362887777778,9.75225842789338e-07,-12.8719624033333,0.0872363262845941,0.00393544658121488,abiotic,abiotic
4949,0.7228893338931,133,0.194064143118748,0.408163265306122,1.18114938433333,1.41263792988889,0.0118587756666667,26.2423899733333,-10.5196694422222,0.0110568921111111,1.18181633983919e-06,-11.0291228777778,0.105692959391872,0.00663042861653956,abiotic,abiotic
4950,0.730580854212807,323,0.181421894953217,0.408163265306122,1.18072147777778,1.41255230433333,0.0118541057777778,25.8382649911111,-10.9093178566667,0.0110522498888889,4.70899523371334e-07,-11.4443450155556,0.0421256759214529,0.00433200676952124,abiotic,abiotic
4952,0.733094504744601,799,0.177123629960645,0.408163265306122,1.18152909077778,1.41585804177778,0.0118621551111111,26.5348514,-10.2376845722222,0.0110593586666667,2.39305766750044e-07,-10.8085151355556,0.0214100469985518,0.00235047776911822,abiotic,abiotic
4953,0.71414158356222,323,0.207464964392035,0.408163265306122,1.17908610566667,1.41627548222222,0.0118310998888889,23.8473769111111,-12.8288883355556,0.011028357,1.69777221675918e-06,-13.5814207988889,0.151848820676028,0.00490433789441235,abiotic,abiotic
4954,0.715023234480512,323,0.206104737634302,0.408163265306122,1.17997012911111,1.41709229222222,0.0118345554444444,24.1464104522222,-12.5405667766667,0.0110317806666667,1.4815686787997e-06,-13.2751957955556,0.132520646348829,0.00366924824694304,abiotic,abiotic
4958,0.720937265058513,799,0.196558335883866,0.408163265306122,1.18197183055556,1.41327008244444,0.0118596918888889,26.3216937477778,-10.4432064877778,0.0110578617777778,1.1904608118055e-06,-10.94239987,0.10647395307272,0.00618227528208098,abiotic,abiotic
4959,0.79963923965018,323,0.0907962518011086,0.408163265306122,1.17990779555556,1.41505156988889,0.0118450831111111,25.0574684255556,-11.6621447255556,0.0110425427777778,5.51673086568754e-07,-12.3125902922222,0.0493401927233815,0.00341360754386295,abiotic,abiotic
4960,0.713406198239192,799,0.208445164304624,0.408163265306122,1.178491189,1.41566178144444,0.0118310225555556,23.84069174,-12.8353340311111,0.0110282942222222,1.85877135346035e-06,-13.5870289188889,0.16625038295536,0.0034563652733477,abiotic,abiotic
4961,0.712794635835803,323,0.209244233708437,0.408163265306122,1.17916153688889,1.41625931388889,0.011831174,23.8537781055556,-12.8227164466667,0.0110284841111111,1.50285515307051e-06,-13.57004513,0.134414897177503,0.00380010856382725,abiotic,abiotic
4962,0.799141145346459,323,0.0916427342369196,0.408163265306122,1.17971238122222,1.41514702433333,0.0118433733333333,24.9095110233333,-11.8048019955556,0.0110408027777778,9.03863897079591e-07,-12.4682382377778,0.0808400324058303,0.00236011995315557,abiotic,abiotic
4964,0.714148168447758,799,0.20730603989548,0.408163265306122,1.17965730933333,1.41681361866667,0.0118306327777778,23.8069289777778,-12.8678873444444,0.0110279348888889,1.50028059412606e-06,-13.6191854122222,0.13418490603881,0.00312591124107473,abiotic,abiotic
4965,0.730662294816579,323,0.181096221683707,0.408163265306122,1.18153236788889,1.41576159911111,0.0118612943333333,26.4603629277778,-10.3095047144444,0.0110585554444444,4.3672019392016e-07,-10.8803509522222,0.0390706042347851,0.0040793428080396,abiotic,abiotic
4966,0.729537944851621,323,0.182718334011549,0.408163265306122,1.18052460188889,1.41268464255556,0.011851513,25.6138960966667,-11.1256494077778,0.0110496713333333,4.73182311588249e-07,-11.67497735,0.0423340302320061,0.00168711500494116,abiotic,abiotic
4968,0.796287538835899,323,0.110207772754206,0.408163265306122,1.17934500588889,1.41502980411111,0.0118393315555556,24.5597266944444,-12.14205635,0.0110367843333333,1.01877561317518e-06,-12.8276289988889,0.0911203080136392,0.0029124394264404,abiotic,abiotic
4969,0.796491687028195,323,0.109884314640241,0.408163265306122,1.179356536,1.415039285,0.011839326,24.5592545844444,-12.1425115488889,0.0110367687777778,1.1383148485566e-06,-12.8290384333333,0.101825951736269,0.00332024217499078,abiotic,abiotic
4970,0.793669659881973,323,0.116601723190412,0.408163265306122,1.17935355411111,1.41495407222222,0.0118390401111111,24.5345250222222,-12.16635525,0.0110365273333333,6.74529650942202e-07,-12.8506424911111,0.0603276913838295,0.0026468574632798,abiotic,abiotic
4973,0.710437171369847,799,0.212722264528898,0.408163265306122,1.17953166711111,1.41635349622222,0.0118350212222222,24.1867205244444,-12.5017006911111,0.0110322846666667,1.64532808278438e-06,-13.23010514,0.147170676617208,0.00280165978273193,abiotic,abiotic
5756,0.807038237325772,133,0.089042281352291,0.387755102040816,1.17861261755556,1.41484138022222,0.0118264034444444,23.44095356,-13.2207527877778,0.0110241782222222,1.02059097803416e-06,-13.9551819966667,0.0912842292808091,0.00131022151719468,abiotic,abiotic
5757,0.806726435622573,133,0.0891687630773159,0.387755102040816,1.17854410622222,1.41470992333333,0.0118265496666667,23.4535919577778,-13.2085671233333,0.0110243703333333,1.05864040164734e-06,-13.9380087088889,0.0947015617292462,0.0021637761707844,abiotic,abiotic
5758,0.793004182638113,323,0.102418909273924,0.346938775510204,1.17979011844444,1.41285550966667,0.011830276,23.7760828044444,-12.8976285444444,0.0110288922222222,2.8366519780254e-07,-13.5335501044444,0.0253683789301254,0.00481952554357112,abiotic,abiotic
5759,0.792792763456758,323,0.102254193628886,0.346938775510204,1.18003179366667,1.40975646688889,0.0118321586666667,23.9389954855556,-12.7405517244444,0.0110316746666667,6.31251336632346e-07,-13.2846818522222,0.056443187759648,0.00572058554588929,abiotic,abiotic
5761,0.809123746596951,133,0.0873088634465333,0.387755102040816,1.17938099477778,1.41560038511111,0.0118270991111111,23.5011450911111,-13.1627174377778,0.0110249131111111,1.06607040626389e-06,-13.8894478611111,0.0953519710591194,0.00198730201007412,abiotic,abiotic
5763,0.805384168298495,133,0.0910564883483869,0.387755102040816,1.17939022266667,1.41547634722222,0.011826921,23.4857374066667,-13.1775731877778,0.0110247743333333,8.41177002776637e-07,-13.9018757744444,0.0752281412310513,0.00296929183394522,abiotic,abiotic
5764,0.810040535708663,133,0.0872274680853634,0.387755102040816,1.179479072,1.41534345633333,0.011828419,23.6153889044444,-13.0525660666667,0.011026311,9.83781606862014e-07,-13.7644252366667,0.0879994517955262,0.00364983168475445,abiotic,abiotic
5766,0.805399313209766,133,0.0914445379934611,0.387755102040816,1.17863767288889,1.41473807855556,0.0118289422222222,23.6606575811111,-13.0089190022222,0.0110267981111111,9.32493625238919e-07,-13.7208484333333,0.0834036630102058,0.00147006413440155,abiotic,abiotic
5768,0.791871622473288,323,0.108397851814807,0.346938775510204,1.17887428577778,1.41220398344444,0.0118299213333333,23.7453795066667,-12.9272319888889,0.0110285267777778,3.69085619395202e-07,-13.5662299222222,0.0330083199752336,0.00361186005812553,abiotic,abiotic
5769,0.79805803603681,133,0.0959197418652215,0.346938775510204,1.17903872988889,1.41237648777778,0.0118313392222222,23.8680854944444,-12.8089215755556,0.0110299096666667,5.05823091604306e-07,-13.44253789,0.0452513028607669,0.00432747231520347,abiotic,abiotic
5770,0.795263707444145,133,0.101938873758194,0.346938775510204,1.17930167922222,1.40902615544444,0.011833779,24.0792267122222,-12.6053438622222,0.0110333524444444,6.35363303770152e-07,-13.1346127622222,0.0568215968293809,0.00426652325910541,abiotic,abiotic
5771,0.788107208107319,323,0.112110283102723,0.346938775510204,1.179824929,1.41231453088889,0.0118385506666667,24.49215452,-12.2072079533333,0.0110371522222222,7.00238491118871e-07,-12.7947493611111,0.0626279035957109,0.00344108490710519,abiotic,abiotic
5774,0.815073407210903,133,0.0835862061983519,0.387755102040816,1.178957821,1.41484276911111,0.0118299571111111,23.7484908766667,-12.9242320722222,0.0110278365555556,1.29054485694132e-06,-13.6279809222222,0.115408714839308,0.00233011544964488,abiotic,abiotic
5776,0.810029457740335,133,0.0878984990558586,0.387755102040816,1.17889752122222,1.41474264488889,0.0118294297777778,23.7028299833333,-12.9682573033333,0.0110273367777778,1.57317940631251e-06,-13.6726681911111,0.140696133690993,0.00268271053418036,abiotic,abiotic
5779,0.813560221393764,133,0.0855194939254597,0.387755102040816,1.17888282766667,1.415066608,0.0118301261111111,23.7631053255556,-12.9101411422222,0.0110279296666667,1.01747321832075e-06,-13.6196433355556,0.0910054526344168,0.000917480596466313,abiotic,abiotic
5780,0.797052010507505,133,0.103677586592963,0.346938775510204,1.17905532722222,1.41218870511111,0.0118315905555556,23.88982248,-12.7879632488889,0.0110302536666667,2.25778652666669e-07,-13.4117764722222,0.0201950749735197,0.00233027549141655,abiotic,abiotic
5784,0.792556041949981,133,0.108400504372911,0.346938775510204,1.17887155666667,1.41391290711111,0.0118292505555556,23.6873365411111,-12.9831957377778,0.0110274096666667,5.64421828068234e-07,-13.6661623811111,0.0504904098498813,0.00424922273906262,abiotic,abiotic
5878,0.746694931251676,133,0.150867823832577,0.428571428571429,1.18081013455556,1.41759674988889,0.0118492602222222,25.4189354433333,-11.3136261811111,0.0110460956666667,6.46360580481477e-07,-11.9948002655556,0.0578180339218245,0.00254129781280808,abiotic,abiotic
5879,0.744905300083235,133,0.154244789467962,0.428571428571429,1.18069181977778,1.418035952,0.011846903,25.2149535022222,-11.5103010766667,0.0110436567777778,2.67827732777138e-07,-12.2129438855556,0.0239632166747632,0.00194909947672888,abiotic,abiotic
5880,0.799789209002866,133,0.0930697558940002,0.428571428571429,1.17947767911111,1.41601443422222,0.0118339087777778,24.0904435611111,-12.5945288211111,0.0110312726666667,3.2477222787655e-07,-13.3206457833333,0.0290420133604844,0.00300597099237147,abiotic,abiotic
5881,0.749471761696323,133,0.147773084617384,0.428571428571429,1.17992100933333,1.41017324344444,0.0118380838888889,24.4517702266667,-12.2461456011111,0.0110371604444444,1.40180500704537e-06,-12.7939959222222,0.12537485581464,0.00581627660465309,biotic,biotic
5882,0.744816136886723,133,0.154146109659492,0.428571428571429,1.17998541244444,1.41708770522222,0.0118385328888889,24.49062171,-12.2086858544444,0.0110355914444444,4.47631575939585e-07,-12.9343480177778,0.0400409903097396,0.00627651656635211,biotic,biotic
5884,0.776625971735554,133,0.116075251129257,0.428571428571429,1.17937091955556,1.41428504977778,0.0118324461111111,23.9638687,-12.7165695177778,0.011030348,4.73045980851865e-07,-13.40334027,0.0423029205227997,0.00327219292234365,biotic,abiotic
5886,0.796358331438,133,0.0965018010370667,0.428571428571429,1.17951025944444,1.41641906977778,0.0118331802222222,24.0273982033333,-12.6553157688889,0.0110304394444444,9.25104468575202e-07,-13.3951511355556,0.0827504049969425,0.00213207134660055,abiotic,abiotic
5887,0.777548236389526,133,0.115179316604298,0.428571428571429,1.17826794311111,1.41573018955556,0.011821006,22.97385736,-13.6711166666667,0.0110184905555556,1.3994034542538e-06,-14.4639111677778,0.12517508689368,0.00258692843382712,biotic,biotic
5889,0.769181737538099,133,0.12427245611264,0.428571428571429,1.17892002788889,1.41634198477778,0.0118263582222222,23.4370397077778,-13.2245264388889,0.0110236638888889,3.94388908453117e-07,-14.0011941722222,0.0352913599137227,0.00223304906541083,biotic,biotic
5892,0.763405325684389,133,0.128058865712347,0.408163265306122,1.178478761,1.416637393,0.0118278446666667,23.5656859511111,-13.1004885611111,0.0110250516666667,6.87932772878262e-07,-13.8770578611111,0.0615322303232614,0.0032075650761161,biotic,biotic
5893,0.720621420099923,133,0.18957674278051,0.428571428571429,1.17822884411111,1.41681992066667,0.0118240588888889,23.2380519622222,-13.4163860433333,0.0110211925555556,1.76053139073893e-06,-14.2222362744444,0.157467139144668,0.00350132308211958,biotic,biotic
5894,0.792016694027251,133,0.101360843851561,0.428571428571429,1.17848470933333,1.41004391033333,0.0118258765555556,23.3953519455556,-13.26472086,0.0110249918888889,2.21001195949505e-06,-13.88241379,0.197677263396126,0.00778971819665317,biotic,abiotic
5895,0.756016746057503,133,0.139253005356229,0.428571428571429,1.17998289666667,1.41721908166667,0.0118403471111111,24.6476228888889,-12.0573087744444,0.0110373411111111,2.52276358604991e-07,-12.7778489244444,0.0225628257035323,0.00243599665048355,abiotic,abiotic
5896,0.749613266163356,133,0.147876321291994,0.428571428571429,1.18094096522222,1.410268576,0.011849075,25.4029310488889,-11.3290572655556,0.0110481183333333,6.10067414308084e-07,-11.8138891344444,0.0545746770050787,0.00567357892967759,abiotic,abiotic
5897,0.753172581854289,133,0.143168490369486,0.428571428571429,1.17967297022222,1.41432827855556,0.0118361825555556,24.2872006644444,-12.40481995,0.0110340382222222,3.75137567359226e-07,-13.0732741055556,0.0335388710876679,0.00322312902610382,biotic,biotic
5901,0.742662874056824,133,0.157214390539529,0.428571428571429,1.17916892077778,1.41734951755556,0.0118296647777778,23.7231722077778,-12.9486437766667,0.0110266466666667,2.5406200030701e-07,-13.73440853,0.0227296848972633,0.00300918114054177,biotic,biotic
5902,0.747788334888189,133,0.150183571193189,0.428571428571429,1.18115706977778,1.417132049,0.0118493223333333,25.4243068655556,-11.3084471722222,0.0110463638888889,2.96630428498461e-07,-11.9708312855556,0.0265420954739673,0.00233011669155043,abiotic,abiotic
5903,0.799556021816414,133,0.0931442256017603,0.428571428571429,1.17937691133333,1.41632915666667,0.0118309318888889,23.8328402733333,-12.84290424,0.0110282071111111,5.7628583282169e-07,-13.59482443,0.0515423125458065,0.00277702538654856,abiotic,abiotic
5908,0.734586338571455,133,0.165804724521697,0.428571428571429,1.18001008377778,1.41795236677778,0.0118328245555556,23.9966159233333,-12.6849953633333,0.01102975,4.08576186286088e-07,-13.4568356688889,0.0365275797989754,0.00403036698367196,biotic,biotic
5911,0.708788278814707,323,0.208633557577202,0.428571428571429,1.17899385455556,1.41703394322222,0.0118219484444444,23.0554233411111,-13.5924725411111,0.0110191473333333,5.80883379001135e-07,-14.4051679477778,0.0519596967178893,0.00344257158371947,biotic,biotic
5912,0.741446946544499,133,0.157455039488014,0.428571428571429,1.18086873344444,1.41783406655556,0.011840349,24.6477682511111,-12.0571686177778,0.0110373312222222,2.60207022281516e-07,-12.7787199188889,0.0232771521306944,0.00377515999166874,biotic,biotic
5913,0.813576108279029,133,0.0817203816737496,0.428571428571429,1.17964533511111,1.41433961866667,0.0118278018888889,23.5619691233333,-13.1040722466667,0.0110258075555556,1.04233801032958e-06,-13.8094546622222,0.0932260529795255,0.00193531547861514,biotic,abiotic
5914,0.758397871171577,133,0.135003433024819,0.428571428571429,1.18032412822222,1.41785062322222,0.0118354463333333,24.2235176822222,-12.4662216822222,0.0110323815555556,2.08524645492041e-07,-13.2214460744444,0.0186512061226681,0.00140124283619159,abiotic,abiotic
