Analysis,diff2_acf1,time_kl_shift,fluctanal_prop_r1,avg_rR45CO244CO2,avg_R45CO244CO2,avg_rd45CO244CO2,avg_d45CO244CO2,avg_R13C12C,avg_d13C12C,sd_d18O13C,biotic,pred
5878,0.746694931251676,133,0.428571428571429,1.18081013455556,0.0118492602222222,25.4189354433333,-11.3136261811111,0.0110460956666667,-11.9948002655556,0.00254129781280808,abiotic,abiotic
5879,0.744905300083235,133,0.428571428571429,1.18069181977778,0.011846903,25.2149535022222,-11.5103010766667,0.0110436567777778,-12.2129438855556,0.00194909947672888,abiotic,abiotic
5880,0.799789209002866,133,0.428571428571429,1.17947767911111,0.0118339087777778,24.0904435611111,-12.5945288211111,0.0110312726666667,-13.3206457833333,0.00300597099237147,abiotic,abiotic
5882,0.744816136886723,133,0.428571428571429,1.17998541244444,0.0118385328888889,24.49062171,-12.2086858544444,0.0110355914444444,-12.9343480177778,0.00627651656635211,biotic,biotic
5884,0.776625971735554,133,0.428571428571429,1.17937091955556,0.0118324461111111,23.9638687,-12.7165695177778,0.011030348,-13.40334027,0.00327219292234365,biotic,abiotic
5885,0.766263208395726,133,0.428571428571429,1.17871546877778,0.011825028,23.3219157911111,-13.3355263833333,0.0110223384444444,-14.1197496866667,0.00227466945822183,biotic,biotic
5886,0.796358331438,133,0.428571428571429,1.17951025944444,0.0118331802222222,24.0273982033333,-12.6553157688889,0.0110304394444444,-13.3951511355556,0.00213207134660055,abiotic,abiotic
5887,0.777548236389526,133,0.428571428571429,1.17826794311111,0.011821006,22.97385736,-13.6711166666667,0.0110184905555556,-14.4639111677778,0.00258692843382712,biotic,biotic
5892,0.763405325684389,133,0.408163265306122,1.178478761,0.0118278446666667,23.5656859511111,-13.1004885611111,0.0110250516666667,-13.8770578611111,0.0032075650761161,biotic,biotic
5893,0.720621420099923,133,0.428571428571429,1.17822884411111,0.0118240588888889,23.2380519622222,-13.4163860433333,0.0110211925555556,-14.2222362744444,0.00350132308211958,biotic,biotic
5894,0.792016694027251,133,0.428571428571429,1.17848470933333,0.0118258765555556,23.3953519455556,-13.26472086,0.0110249918888889,-13.88241379,0.00778971819665317,biotic,biotic
5895,0.756016746057503,133,0.428571428571429,1.17998289666667,0.0118403471111111,24.6476228888889,-12.0573087744444,0.0110373411111111,-12.7778489244444,0.00243599665048355,abiotic,abiotic
5896,0.749613266163356,133,0.428571428571429,1.18094096522222,0.011849075,25.4029310488889,-11.3290572655556,0.0110481183333333,-11.8138891344444,0.00567357892967759,abiotic,abiotic
5897,0.753172581854289,133,0.428571428571429,1.17967297022222,0.0118361825555556,24.2872006644444,-12.40481995,0.0110340382222222,-13.0732741055556,0.00322312902610382,biotic,abiotic
5898,0.737460378572656,133,0.428571428571429,1.18101492966667,0.0118491672222222,25.4108864611111,-11.3213868311111,0.0110460641111111,-11.9976247455556,0.00311935389480813,abiotic,abiotic
5900,0.756789938288232,133,0.428571428571429,1.179643959,0.0118346803333333,24.1572270022222,-12.5301376955556,0.0110316888888889,-13.28340894,0.00250691177552761,abiotic,biotic
5901,0.742662874056824,133,0.428571428571429,1.17916892077778,0.0118296647777778,23.7231722077778,-12.9486437766667,0.0110266466666667,-13.73440853,0.00300918114054177,biotic,biotic
5902,0.747788334888189,133,0.428571428571429,1.18115706977778,0.0118493223333333,25.4243068655556,-11.3084471722222,0.0110463638888889,-11.9708312855556,0.00233011669155043,abiotic,abiotic
5904,0.796787539345561,133,0.428571428571429,1.179370437,0.0118312215555556,23.8579188766667,-12.8187240044444,0.011028505,-13.5681928077778,0.00216660758064904,abiotic,abiotic
5905,0.774454584748253,133,0.428571428571429,1.18008290933333,0.0118386235555556,24.4984605244444,-12.2011278422222,0.0110377412222222,-12.7420485355556,0.00566476945157708,abiotic,abiotic
5907,0.786878948289647,133,0.428571428571429,1.17921398077778,0.011824217,23.2517303355556,-13.4031976533333,0.0110233631111111,-14.0280773622222,0.00669738469616575,biotic,biotic
5908,0.734586338571455,133,0.428571428571429,1.18001008377778,0.0118328245555556,23.9966159233333,-12.6849953633333,0.01102975,-13.4568356688889,0.00403036698367196,biotic,biotic
5909,0.769905398846125,133,0.428571428571429,1.17935930588889,0.0118261776666667,23.4214193544444,-13.2395872388889,0.0110235901111111,-14.0077872922222,0.00223402558982562,biotic,biotic
5912,0.741446946544499,133,0.428571428571429,1.18086873344444,0.011840349,24.6477682511111,-12.0571686177778,0.0110373312222222,-12.7787199188889,0.00377515999166874,biotic,abiotic
5914,0.758397871171577,133,0.428571428571429,1.18032412822222,0.0118354463333333,24.2235176822222,-12.4662216822222,0.0110323815555556,-13.2214460744444,0.00140124283619159,abiotic,abiotic
5916,0.75044686927771,133,0.428571428571429,1.18056287088889,0.011837431,24.3952622988889,-12.3006293,0.0110365713333333,-12.8467010966667,0.00618993500037498,biotic,abiotic
5918,0.711970783905236,133,0.428571428571429,1.17899365022222,0.0118223252222222,23.0880151011111,-13.5610482844444,0.0110194136666667,-14.3813446355556,0.00358755288254274,biotic,biotic
5919,0.763409948361346,133,0.428571428571429,1.18084218388889,0.0118397393333333,24.5950130255556,-12.1080340444444,0.0110367701111111,-12.82891191,0.00286082974870163,abiotic,abiotic
5920,0.737687491659672,323,0.428571428571429,1.18035901933333,0.0118348656666667,24.1732594377778,-12.5146795755556,0.0110317587777778,-13.2771588033333,0.00217684040594265,biotic,biotic
5924,0.738612521140769,133,0.428571428571429,1.17895596966667,0.0118264157777778,23.4420215622222,-13.2197230422222,0.011023677,-14.0000233044444,0.00315824596288544,abiotic,biotic
5925,0.804743591188502,133,0.428571428571429,1.17907479344444,0.0118265084444444,23.4500251066667,-13.2120062011111,0.0110239915555556,-13.9718803511111,0.00213299433958948,abiotic,abiotic
5926,0.753264233707783,133,0.428571428571429,1.17853372488889,0.0118206414444444,22.9423084088889,-13.7015354677778,0.0110179714444444,-14.51034268,0.00303504591133208,biotic,biotic
5927,0.764956258483099,133,0.428571428571429,1.18050263144444,0.0118402074444444,24.6355352177778,-12.0689634388889,0.0110392864444444,-12.6038483766667,0.00601195230459297,abiotic,abiotic
5928,0.786292460298526,133,0.428571428571429,1.17893930455556,0.0118239117777778,23.2253254844444,-13.4286566344444,0.0110212448888889,-14.2175604811111,0.00242211215369214,abiotic,biotic
5930,0.750145993951696,133,0.428571428571429,1.18067454588889,0.011840433,24.6550442033333,-12.0501533033333,0.0110373997777778,-12.77259119,0.00192485437290574,abiotic,abiotic
5931,0.795522640976985,133,0.428571428571429,1.179839764,0.0118323913333333,23.9591172488889,-12.72115076,0.0110296673333333,-13.4642392711111,0.00133676493019788,abiotic,abiotic
5933,0.810791196816275,133,0.428571428571429,1.17949235566667,0.0118284742222222,23.6201430055556,-13.0479822677778,0.0110275912222222,-13.6499167011111,0.00481025134122604,abiotic,abiotic
5934,0.77155120770564,133,0.428571428571429,1.18035218122222,0.0118375825555556,24.4083635,-12.2879974111111,0.0110367056666667,-12.8346836711111,0.00478886601835543,abiotic,abiotic
5935,0.73404807353447,133,0.428571428571429,1.18023898088889,0.0118363892222222,24.3051183188889,-12.3875441455556,0.0110333335555556,-13.13631343,0.0026445960371669,biotic,biotic
5937,0.69345963325501,323,0.489795918367347,1.17862188333333,0.0118217704444444,23.0400077888889,-13.6073358744444,0.0110188683333333,-14.43012816,0.00345398292329394,abiotic,biotic
5938,0.735834171605572,323,0.428571428571429,1.17987443844444,0.0118334278888889,24.04884278,-12.6346393788889,0.0110303952222222,-13.3991076433333,0.00321266820606013,biotic,biotic
5941,0.761500572790754,133,0.428571428571429,1.18054389433333,0.0118403642222222,24.6490929177778,-12.0558914,0.0110374904444444,-12.7644943266667,0.00278401015418508,abiotic,abiotic
5942,0.798258321598269,133,0.428571428571429,1.17975019188889,0.0118323308888889,23.9538964388889,-12.7261845511111,0.011029614,-13.4689840533333,0.00193577733187867,abiotic,abiotic
5945,0.751130190856767,323,0.428571428571429,1.18053812766667,0.0118401782222222,24.6330100655556,-12.0713981322222,0.0110370313333333,-12.8055664011111,0.00220192729314385,abiotic,abiotic
5946,0.770268929890127,133,0.428571428571429,1.18025185288889,0.011837375,24.3904106111111,-12.3053071933333,0.0110352533333333,-12.9645901588889,0.00283131213821541,abiotic,abiotic
5947,0.759470034414202,133,0.428571428571429,1.180389595,0.0118386061111111,24.49696481,-12.2025699755556,0.0110364437777778,-12.8581059911111,0.0023430197714066,abiotic,abiotic
5948,0.74528606569978,323,0.428571428571429,1.18052301011111,0.0118401274444444,24.6286119411111,-12.0756387111111,0.0110392114444444,-12.61056295,0.00503579464772156,biotic,abiotic
5949,0.74162888454968,133,0.428571428571429,1.18093730155556,0.0118441768888889,24.9790533777778,-11.7377507877778,0.0110410855555556,-12.4429242288889,0.00523683324803212,abiotic,abiotic
5951,0.745716854600823,323,0.428571428571429,1.18007321133333,0.0118357643333333,24.2510175833333,-12.4397068811111,0.01103268,-13.1947528377778,0.00261958074211031,abiotic,biotic
5952,0.793326105990247,133,0.428571428571429,1.17983425777778,0.0118332493333333,24.0333871811111,-12.6495413266667,0.0110304358888889,-13.3954761544444,0.00290986367124302,abiotic,abiotic
5953,0.80907418534399,133,0.428571428571429,1.17950990733333,0.0118304444444444,23.7906536466667,-12.8835796555556,0.0110295626666667,-13.4735790733333,0.00546097851128708,abiotic,abiotic
5954,0.768591581214881,133,0.428571428571429,1.17880261522222,0.0118236438888889,23.2021477888889,-13.4510040566667,0.0110209387777778,-14.2449314444444,0.00167454552350302,biotic,biotic
5955,0.762924482959288,133,0.428571428571429,1.17907544488889,0.0118259487777778,23.4016028111111,-13.2586939166667,0.0110232265555556,-14.0403141855556,0.00129775685421677,biotic,biotic
5957,0.768869870233578,133,0.428571428571429,1.18039165144444,0.0118384536666667,24.4837557088889,-12.2153059033333,0.011037596,-12.7550597277778,0.00689812947377434,abiotic,abiotic
5958,0.811426175823149,133,0.428571428571429,1.17957687111111,0.0118305592222222,23.8005937544444,-12.8739956255556,0.0110297131111111,-13.4601307333333,0.00446406614979653,abiotic,abiotic
5960,0.73633672602508,323,0.428571428571429,1.18074403566667,0.011841466,24.7444598744444,-11.9639406822222,0.0110383106666667,-12.69113766,0.00374584534048027,biotic,abiotic
5961,0.741819611943101,133,0.428571428571429,1.18038992844444,0.0118377627777778,24.4239706088889,-12.27294938,0.011034801,-13.0050390455556,0.00305725100110843,biotic,biotic
